id,sentiment,text
2302,Neutral,msnbc: Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: … http://t.co/QfUT3D2zgw
2303,Negative,RT @Sleevetalkshow: @realDonaldTrump's incivility &amp; arrogance continues after @FoxNews #GOPDebate. http://t.co/nXoWLLfsIb http://t.co/oQawD…
2304,Negative,"RT @Bound4LIFE: Why ALL #GOPdebate candidates support #DefundPP → http://t.co/PoH5ugB9UT

(Missing standout Carly Fiorina in graphic) http:…"
2305,Positive,RT @_MusicLuvr: @FoxNews #GOPDebate last night was good. @ChrisChristie &amp; surprisingly @RandPaul brought the fireworks.
2306,Neutral,RT @EasaDhari: RT gov: Most-retweeted media Tweet of #GOPDebate: https://t.co/5F8MDy0rBX
2307,Negative,"RT @AnneBayefsky: What was striking? @FoxNews anchors knew to hit anti-choice/pro-life candidates hard, tho’ do opposite on their shows. #G…"
2308,Positive,"YES HE DID!
@RMConservative: #GOPDebate: Did Cruz Trump Trump Last Night?  https://t.co/yrjQlnoj2J via @CR"
2309,Neutral,"RT @FreeAmerican100: Hillary takes the ice bucket challenge. At least she tried. 

#GOPDebate #JonVoyage #Compton #DragMeDownMusicVideo htt…"
2310,Negative,"""We've not seen any #immigration proposal or plan from @realDonaldTrump""  @JMurguia_NCLR of @NCLR #GOPDebate"
2311,Neutral,RT @keithboykin: I have no idea who who won the #GOPDebate. Turning to the #DailyShowFinale.
2312,Negative,"RT @fieldnegro: No Jeb, u can't blame this one on Barack. The blood is on your brother's hands. #GOPDebate"
2313,Positive,Some would see it as radical but I liked @GovMikeHuckabee idea of using 5th and 14th amendments to stop abortion #GOPDebate
2314,Negative,"RT @girlsgetaways: #GOPDebate I used to be a fan of @MeganKelly , not anymore.  She is laughing while attacking candidates. #Unprofessional…"
2315,Negative,RT @rickbot5000: Our news media is broken #GOPDebate
2316,Negative,"#MikeHuckabee should drop a mixtape called ""Kill People; Break Things"" and feature @WakaFlocka on the title track #GOPDebate"
2317,Negative,"RT @HelenGym2015: Love Twitter bringing humor to #GOPdebate but end of day 2015 GOP is still the anti-woman, anti-immigrant, pro-rich, anti…"
2318,Negative,"RT @billmaher: Good for you, Megyn Kelly, calling Ben Carson an idiot right off the bat. #GOPDebate"
2319,Neutral,"RT @benwikler: So, was @SenSchumer throwing his hat in the #GOPDebate ring by coming out on the GOP side of the #IranDeal debate tonight?"
2320,Positive,RT @AnneBayefsky: .@SenMarcoRubio: God has blessed GOP with some very good candidates and Democrats can’t even find one. #GOPDebate
2321,Negative,".@paolo_sf
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut"
2322,Negative,"@JamesRosenFNC, @BretBaier @megynkelly &amp; Chris Wallace acted like @CNN ""reporters."" #GOPDebate @realDonaldTrump"
2323,Negative,"RT @AnneBayefsky: .@RealBenCarson: Skin &amp; hair don’t make people who they are. As a neurosurgeon, I operate on who they are. #GOPDebate"
2324,Positive,RT @4BillLewis: #Facebook &amp; #Twitter made #GOPDebate interesting #jebbush #realdonaldtrump #marcorubio #scottwalker #JohnKasich #realbencar…
2325,Negative,"RT @RavingRaver: My response when @megynkelly tried to call @realDonaldTrump a sexist: ""CAN'T STUMP THE TRUMP!"" #GOPDebate"
2326,Negative,"Clearly, because there were a lot of sexist pigs in the audience. #GOPDebate  https://t.co/NyoLy2sccC"
2327,Negative,Reading the GOP debate from last night makes me want to laugh and punch somebody in the face at the same time #GOPDebate
2328,Negative,#gopdebate Trump says on the one hand everyone is too PC. EXCEPT when Megan Kelly hurt HIS feelings NOW he might not be nice to HER anymore.
2329,Neutral,My @Klout score went up nearly a full point from a 70 to a 71 after last night alone. #GOPdebate
2330,Negative,Tried watching the #GOPDebate for entertainment purposes  All them candidates made my nerves bad #DonaldTrump
2331,Negative,"If you missed last night's #GOPDebate, here's the only recap video you need to watch.  https://t.co/DAr78Vp3LX"
2332,Neutral,"RT @AnneBayefsky: .@RealBenCarson: asked why doesn't talk more about race? Those who want to destroy us, want to divide us. We mustn't let …"
2333,Negative,"After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism fail."
2334,Positive,.@realDonaldTrump totally dominates @DRUDGE_REPORT and @TIME #GOPDebate polls #MakeAmericaGreatAgain @DanScavino http://t.co/i6pRS1OLJu
2335,Negative,RT @tinaissa: How many of you feel your IQ is lower after watching that debate? 😂😂😂. #GOPDebate
2336,Neutral,RT @dbeltwrites: Donald Trump's hair looks like it's permanently being blurred out by the TV censors. #GopDebate
2337,Negative,"RT @CtConserv1: #MegynKelly was awful, no wonder her ratings are tanking. #GOPDebate  https://t.co/dyQzeU0MO3"
2338,Positive,Interesting debate last night 😉 #GOPDebate
2339,Negative,"The main thing I got from Scott Walker was he needs a hat, and he doesn't speak well. #GOPDebate"
2340,Negative,"RT @rumpfshaker: ""We have to make our country great again and I will do that!"" Donald Trump, who still can't quite explain HOW. #gopdebate"
2341,Negative,RT @slackadjuster: As A Christian Preacher Huckabee Sure Is Close Minded &amp; Judgemental  Women Gays But Stood With Josh Duggar #GOPDebate ht…
2342,Negative,"RT @Trainspotter001: Insightful commentary from Fox debate moderators...apparently Fiorina ""opened a can"" or something. Whatever. #GOPDebat…"
2343,Negative,RT @AprilDRyan: One question on $blacklivesmatter for the #GOPDebate  and moved on.
2344,Negative,#GOPDebate RT @OutnumberedFNC Next more on the earlier debate and @CarlyFiorina's stand out performance #outnumbered http://t.co/gpHmzSOrv2
2345,Negative,"#GOPDebate Democrats’ debate will be different. There Hillary Clinton will debate herself, changing her mask every 5 minutes ... #satire"
2346,Negative,RT @marmstead: Catch that? #BlackLivesMatter question. No mention in #scottwalker's response. Commercial break: #StraightOuttaCompton. #GOP…
2347,Neutral,RT @AnneBayefsky: .@SenTedCruz: I will cancel #IranDeal &amp; move U.S. embassy in #Israel to Jerusalem #GOPDebate
2348,Negative,Trump calling @megynkelly a bimbo is reprehensible. This is about choosing a candidate for president NOT the Jerry Springer hour. #GOPDebate
2349,Negative,RT @billmaher: Enough with hating on Trump for being misogynist! Get to the part where these 10 guys debate whether Amy Schumer is fuckable…
2350,Negative,RT @chi_kimura: According to Huckabee trans people are just experiments. This is the 21st century where LGBT rights are a thing. #GOPDebate…
2351,Negative,I think donald trump is hilarious #GOPDebate
2352,Negative,"A guy from Queens calling somebody ""low-class"" is curious. #GOPDebate"
2353,Neutral,"While some moderates/indies &amp; observers [cautiously] respect the mildness of Kasich, his appeal is not catching on in aggregate. #GOPDebate"
2354,Negative,RT @AriDavidUSA: BREAKING NEWS! Last night during the #GOPDebate @megynkelly gained 300lbs and changed her name to Candy! #tcot http://t.co…
2355,Negative,"Any opinions on the real issues. Guess not. If I wasn't laughing so hard, I'd be crying. #GOPDebate #DebateWithBernie http://t.co/VfdlNpqFR6"
2356,Negative,#GOPDebate official soundtrack https://t.co/8643pqB7BV
2357,Negative,RT @LadySandersfarm: It showed -they were more into themselves than #GOPDebate http://t.co/Nn5TtjVESE
2358,Negative,"#GOPDebate was very, how can I put this politely, macho? People who argue about penis size generally have small ones. http://t.co/010sKWrzqR"
2359,Neutral,"Hi @GrahamBlog pls be part of our event Sept 26! We sent you a letter, pls reply! Thx!AllAmericanRally.us  #GOPDebate - please RT"
2360,Neutral,RT gov: Most-retweeted media Tweet of #GOPDebate: https://t.co/5F8MDy0rBX
2361,Negative,RT @stockejock: My white noise machine is just the sound of the Presidential candidates arguing at the #GOPDebate .
2362,Negative,Watching the #GOPDebate like... http://t.co/bguDpo0iKb
2363,Negative,RT @OccupyWallStNYC: Donald Trump: I have successfully lied and cheated and manipulated for personal gain. So pick me! #Bankruptcy #GOPDeba…
2364,Positive,"RT @jasonburns: Shout-out to @megynkelly, landslide winner of last night's #GOPDebate. Amazing job moderating that thing."
2365,Negative,"Yes, @ScottWalker *did* call the middle east 'Israel' http://t.co/YgJyRWMrUe #GOPDebate #election2016 http://t.co/GPIGA3l7yO"
2366,Neutral,RT @Anomaly100: Breaking: Fox News announces the #GOPDebate winner in advance. It's a tie. http://t.co/UXaYwAYQJl
2367,Negative,"RT @BerrakDC: In other news, the bar just got very busy after the #GOPDebate ended. I guess everyone needed a drink after that mess."
2368,Negative,"RT @juliaioffe: An elegant, witty round-up of last night's #GOPDebate by @tnyCloseRead http://t.co/cW0rAc9wQh"
2369,Negative,RT @Ricky_Vaughn99: Fox News tries to get the GOP to gang up on Trump and Kasich curb stomps Chris Wallace #cuckservative #GOPDebate
2370,Negative,I wish I could bitch slap shit out a Donald Trump him and Ted Cruz.And some other candidates were annoying.#GOPDebate
2371,Negative,"Learn how to get away with sexism in 5 easy steps from @realdonaldtrump #GOPdebate  via @voxdotcom
http://t.co/TDTyFtWEcp"
2372,Negative,"RT @billmaher: Jesus, this is the worst production of Glengarry Glen Ross I've ever seen #GOPDebate"
2373,Negative,"This may be Trump's best qualification to be president, ""The Art of the Comb Over"". #GOPDebate #not #epicfail #funny http://t.co/QI3v8zqKdh"
2374,Neutral,@LaPoliticalAve Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
2375,Positive,@FoxNews #GOPDebate last night was good. @ChrisChristie &amp; surprisingly @RandPaul brought the fireworks.
2376,Neutral,"RT @riceowlett: Last night, @HoustonYR President John Baucum gives his thoughts on #GOPDebate to @MyFoxHouston at the #YRWatchParty http://…"
2377,Positive,"Cruz' closing statement may have sounded like it came from a meat market, but HUGE difference is that Cruz would actually do it. #GOPDebate"
2378,Negative,Illegal immigration has been talked about before @realDonaldTrump started speaking of it. #arrogant #ignorant #GOPDebate
2379,Neutral,Recap of 5 unforgettable moments from the #GOPdebate last night: http://t.co/w4LmLQ5oVR
2380,Negative,Changed my mind @GOP Bomb whoever you want to. Just want to keep more of my check and get my insur premiums under control! Deal? #GOPDebate
2381,Negative,"RT @Ricky_Vaughn99: It's clear that the Fox News GOP paymasters dislike Ted Cruz, Scott Walker, and Donald Trump #cuckservative #GOPDebate"
2382,Negative,"Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParenthood  #GOPDebate"
2383,Neutral,"OK, now I'll need to rethink everything I thought before. #GOPDebate  https://t.co/hyMBBnPv97"
2384,Negative,@realDonaldTrump's incivility &amp; arrogance continues after @FoxNews #GOPDebate. http://t.co/nXoWLLfsIb http://t.co/oQawDkxERe
2385,Negative,5 Reasons To Be Glad That You Didn’t Watch The Fox News Debate -  http://t.co/2wCqc3If0l #GOPDebate #AlreadyGlad
2386,Neutral,RT @tedcruz: Headed into the #GOPDebate. Join us at 9pm ET on Fox News and http://t.co/nICXayCSI4 http://t.co/Q83QU3u422
2387,Negative,Trump Donated &amp; Supported Hillary and Democrats for YEARS that fact ALONE- DISQUALIFIES HIM #tcot #GOPDebate #ccot
2388,Neutral,"RT @Andy: WHY AM I NOT MODERATING THE #GOPDEBATE !!???? I WAS BORN FOR THIS, PEOPLE!!"
2389,Neutral,RT @ChadFromStL: .@realDonaldTrump should answer @jdharm's hard-hitting question from last night's #GOPDebate @sternshow @HowardStern http:…
2390,Neutral,RT @Lonely_Dad: my wife left me #gopdebate
2391,Negative,"RT @tvc3232: #GOPDebate GOP candidates: Immediately after our prayer circle, we will begin bombing Iran &amp; taking health care away from 16 m…"
2392,Negative,"RT @meninistkiller: Hey, cis men: You will never have to be pregnant. You cannot judge people with vaginas on reasons they want abortions. …"
2393,Negative,#GOPDebate hard to find so much disrespect for women coming from so many politicians at once. #astounding
2394,Positive,@FoxNews #GOPDebate a lovefest for Republican party. Problem wasn't just @megynkelly but all producers involved in burying @realDonaldTrump
2395,Negative,"RT @CQuintanaSF: Loop, baffled by the #GOPDebate refusal to address climate change @darth http://t.co/BC9cAhhHJL"
2396,Neutral,RT @RealTomSongs: 1st  #GOPDebate is done &amp; no debate - Harry Nilsson belongs in the @rock_hall so JUMP INTO THE FIRE https://t.co/i3vLAZaL…
2397,Negative,"RT @MolonLabe1776us: Are you a RINO @megynkelly?
#GOPDebate @realDonaldTrump http://t.co/TiHcyiqMS0"
2398,Negative,RT @M0L0NL4BE: Extremely UNFAIR for @BretBaier to kickoff the #GOPDebate with an attack on one specific candidate @realDonaldTrump … @Reinc…
2399,Negative,RT @MStuart1970: Howard Kurtz bragged abt how liberals sch as HuffPo complimented FOX. LOL He thinks we r happy abt that. #GOPDebate  https…
2400,Negative,Donald Trump got a few things wrong at the #GOPDebate http://t.co/bm2lUGqqJz @jamesaking41 @vocativ http://t.co/K3sfGctrBU
2401,Neutral,"@feministabulous for your talk about Hillary stealing thunder, what about #BernieSanders live tweets of #GOPDebate??? http://t.co/DcCzAgEJhW"
2402,Negative,"Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that. #GOPDebate"
2403,Negative,RT @ThatFoxyShadow: The whole #GOPDebate was simply a scheme by Fox News to attack #Trump &amp; build up Jeb &amp; the rest of the #cuckservative g…
2404,Positive,"""It is that progressive movement that is causing them the problems."" - eloquent words from @BenCarson2016. #GOPDebate"
2405,Neutral,RT @rumpfshaker: BOOM. @GovernorPerry remark getting replayed that he would rather have @CarlyFiorina negotiating #IranDeal than John Kerry…
2406,Negative,RT @me_coleman612: I will never understand why rich white men think they can tell women what they can/can't do with their bodies #GOPDebate…
2407,Negative,Just tellin' it like it is. No wonder everyone is out to get him. #GOPDebate #TCOT https://t.co/40026Hgs07
2408,Positive,"Shout-out to @megynkelly, landslide winner of last night's #GOPDebate. Amazing job moderating that thing."
2409,Negative,Lol @ these conservatives trolling #GOPDebate and tryna start an argument #IDontNeedAnotherTwitterArgumentInMyLife
2410,Negative,"RT @LorrettaJohnson: The #GOPdebate showed that the GOP candidates are out of touch with workers, women, people of color and basically anyo…"
2411,Positive,"John Kasich is the leader America needs, but not the leader America deserves. #Batman #GOPDebate"
2412,Negative,RT @renomarky: If you @megynkelly think that your question to @realDonaldTrump to begin #GOPDebate was FAIR &amp; BALANCED..... http://t.co/TKe…
